"","famN","yearOfBirth","yearOfDeath","sex","mother_id","father_id","anoinicio","origem_desc","district_ori","county_ori","ori_long","ori_lat","res_desc","district_res","county_res","res_long","res_lat"
"2744","23","1890",NA,"female",NA,NA,"1927","VISEU                          TONDELA","VISEU","TONDELA","-8.0802569","40.5170645","LEIRIA                        PENICHE","LEIRIA","PENICHE","-9.387622","39.3603291"
"2745","399","1902",NA,"male",NA,NA,"1923","PORTO                          POVOA DE VARZIM","PORTO","POVOA DE VARZIM","-8.7609294","41.3803685","SANTAREM                      SANTAREM","SANTAREM","SANTAREM","-8.6860119","39.2366618"
"2746","468","1899",NA,"unknown",NA,NA,"1928","COIMBRA                        ARGANIL","COIMBRA","ARGANIL","-8.0537909","40.218499","VIANA DO CASTELO              MONÇÃO","VIANA DO CASTELO","MONÇÃO","-8.48168647798729","42.0773036128971"
"2747","702","2005",NA,"unknown",NA,NA,"2043","BRAGANCA                       TORRE DE MONCORVO","BRAGANCA","TORRE DE MONCORVO","-7.0534405","41.1742164","VILA REAL                     VILA REAL","VILA REAL","VILA REAL","-7.7422354","41.3010351"
"2748","763","1959",NA,"male",NA,NA,"1980","BRAGA                          BARCELOS","BRAGA","BARCELOS","-8.4411619","41.5414598","BRAGA                         BRAGA","BRAGA","BRAGA","-8.426507","41.5454486"
"2749","779","1998",NA,"male",NA,NA,"2020","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","LISBOA                        LOURINHÃ","LISBOA","LOURINHÃ","-9.3129511","39.2414853"
"2750","329","1905",NA,"female",NA,NA,"1936","BRAGA                          VIEIRA DO MINHO","BRAGA","VIEIRA DO MINHO","-8.1416198","41.6343218","VISEU                         OLIVEIRA DE FRADES","VISEU","OLIVEIRA DE FRADES","-8.1737805","40.7322554"
"2751","821","1972",NA,"male",NA,NA,"2002","PORTO                          MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043","PORTO                         VALONGO","PORTO","VALONGO","-8.498352","41.1887594"
"2752","379","1914",NA,"male",NA,NA,"1935","VISEU                          CARREGAL DO SAL","VISEU","CARREGAL DO SAL","-7.9980002","40.4347784","C BRANCO                      PENAMACOR","C BRANCO","PENAMACOR","-7.1714925","40.169313"
"2753","279","1992",NA,"unknown",NA,NA,"2032","COIMBRA                        PAMPILHOSA DA SERRA","COIMBRA","PAMPILHOSA DA SERRA","-7.9519961","40.0460146","PORTO                         MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362"
"2754","423","1902",NA,"female",NA,NA,"1933","BRAGA                          BARCELOS","BRAGA","BARCELOS","-8.4411619","41.5414598","VISEU                         SATÃO","VISEU","SATÃO","-7.7321201","40.7423572"
"2755","90","1958",NA,"male",NA,NA,"1985","LEIRIA                         POMBAL","LEIRIA","POMBAL","-8.6321415","39.9167748","LISBOA                        AMADORA","LISBOA","AMADORA","-9.2245474","38.7577603"
"2756","516","1896",NA,"male",NA,NA,"1931","LISBOA                         ALENQUER","LISBOA","ALENQUER","-9.0140033","39.0577004","FARO                          OLHÃO","FARO","OLHÃO","-7.8423509","37.0260416"
"2757","921","1942",NA,"unknown",NA,NA,"1971","LISBOA                         AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027","COIMBRA                       VILA NOVA DE POIARES","COIMBRA","VILA NOVA DE POIARES","-8.25907","40.2107667"
"2758","566","1988",NA,"unknown",NA,NA,"2017","SETUBAL                        MOITA","SETUBAL","MOITA","-8.9902047","38.6527329","VISEU                         SATÃO","VISEU","SATÃO","-7.7321201","40.7423572"
"2759","148","1900",NA,"female",NA,NA,"1927","VIANA DO CASTELO               VIANA DO CASTELO","VIANA DO CASTELO","VIANA DO CASTELO","-8.8344101","41.6918275","LISBOA                        CADAVAL","LISBOA","CADAVAL","-9.1027435","39.2433571"
"2760","904","1921",NA,"male",NA,NA,"1951","VISEU                          PENALVA DO CASTELO","VISEU","PENALVA DO CASTELO","-7.633113","40.6862295","SANTAREM                      CARTAXO","SANTAREM","CARTAXO","-8.7888254","39.1618166"
"2761","700","1998",NA,"male",NA,NA,"2024","SETUBAL                        SETUBAL","SETUBAL","SETUBAL","-8.8909328","38.5260437","VILA REAL                     MONTALEGRE","VILA REAL","MONTALEGRE","-7.7878704","41.82663"
"2762","811","1932",NA,"unknown",NA,NA,"1956","LISBOA                         ALENQUER","LISBOA","ALENQUER","-9.0140033","39.0577004","COIMBRA                       VILA NOVA DE POIARES","COIMBRA","VILA NOVA DE POIARES","-8.25907","40.2107667"
"2763","96","2000",NA,"male",NA,NA,"2036","VISEU                          CINFÃES","VISEU","CINFÃES","-8.0898477","41.071713","LEIRIA                        LEIRIA","LEIRIA","LEIRIA","-8.807683","39.7495331"
"2764","16","1961",NA,"male",NA,NA,"1984","VISEU                          VOUZELA","VISEU","VOUZELA","-8.1120232","40.7231807","VISEU                         CINFÃES","VISEU","CINFÃES","-8.0898477","41.071713"
"2765","696","1952",NA,"female",NA,NA,"1976","PORTO                          PORTO","PORTO","PORTO","-8.6291053","41.1579438","LISBOA                        LOURES","LISBOA","LOURES","-9.1741095","38.831549"
"2766","923","1949",NA,"male",NA,NA,"1986","VISEU                          PENALVA DO CASTELO","VISEU","PENALVA DO CASTELO","-7.633113","40.6862295","LEIRIA                        FIGUEIRO DOS VINHOS","LEIRIA","FIGUEIRO DOS VINHOS","-8.2801574","39.8993771"
"2767","17","1980",NA,"male",NA,NA,"2007","VIANA DO CASTELO               MONÇÃO","VIANA DO CASTELO","MONÇÃO","-8.48168647798729","42.0773036128971","LEIRIA                        POMBAL","LEIRIA","POMBAL","-8.6321415","39.9167748"
"2768","594","1879",NA,"male",NA,NA,"1909","C BRANCO                       OLEIROS","C BRANCO","OLEIROS","-7.9138535","39.9201996","AVEIRO                        SEVER DO VOUGA","AVEIRO","SEVER DO VOUGA","-8.3717672","40.7334189"
"2769","164","1935",NA,"unknown",NA,NA,"1960","LISBOA                         AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027","SETUBAL                       PALMELA","SETUBAL","PALMELA","-8.9016937","38.569441"
"2770","746","1918",NA,"unknown",NA,NA,"1951","AVEIRO                         ANADIA","AVEIRO","ANADIA","-8.4354306","40.4409572","PORTO                         BAIÃO","PORTO","BAIÃO","-8.035514","41.1617715"
"2771","3004","1965",NA,"male",NA,NA,"1987","BRAGANCA                       TORRE DE MONCORVO","BRAGANCA","TORRE DE MONCORVO","-7.0534405","41.1742164","AVEIRO                        MURTOSA","AVEIRO","MURTOSA","-8.6399173","40.7370493"
"2772","361","1939",NA,"male",NA,NA,"1979","SANTAREM                       OUREM","SANTAREM","OUREM","-8.5773408","39.6564974","FARO                          OLHÃO","FARO","OLHÃO","-7.8423509","37.0260416"
"2773","817","1926",NA,"unknown",NA,NA,"1947","AVEIRO                         ESPINHO","AVEIRO","ESPINHO","-8.6410332","41.0071914","GUARDA                        CELORICO DA BEIRA","GUARDA","CELORICO DA BEIRA","-7.3927217","40.6335005"
"2774","159","1930",NA,"male",NA,NA,"1961","PORTO                          GONDOMAR","PORTO","GONDOMAR","-8.5291423","41.1395599","PORTO                         VILA NOVA DE GAIA","PORTO","VILA NOVA DE GAIA","-8.6117851","41.1238759"
"2775","406","1971",NA,"unknown",NA,NA,"2006","VISEU                          SANTA COMBA DÃO","VISEU","SANTA COMBA DÃO","-8.1502433","40.3930591","FARO                          LAGOS","FARO","LAGOS","-8.6730275","37.1027881"
"2776","9","1888",NA,"unknown",NA,NA,"1910","VISEU                          CARREGAL DO SAL","VISEU","CARREGAL DO SAL","-7.9980002","40.4347784","GUARDA                        CELORICO DA BEIRA","GUARDA","CELORICO DA BEIRA","-7.3927217","40.6335005"
"2777","520","1967",NA,"female",NA,NA,"2002","VIANA DO CASTELO               VALENÇA","VIANA DO CASTELO","VALENÇA","-8.64236643582249","42.0274675841917","LEIRIA                        PORTO DE MOS","LEIRIA","PORTO DE MOS","-8.816531873487","39.6052039331281"
"2778","287","2006",NA,"unknown",NA,NA,"2028","VIANA DO CASTELO               VALENÇA","VIANA DO CASTELO","VALENÇA","-8.64236643582249","42.0274675841917","VISEU                         CARREGAL DO SAL","VISEU","CARREGAL DO SAL","-7.9980002","40.4347784"
"2779","162","1977",NA,"female",NA,NA,"2001","LEIRIA                         FIGUEIRO DOS VINHOS","LEIRIA","FIGUEIRO DOS VINHOS","-8.2801574","39.8993771","SETUBAL                       PALMELA","SETUBAL","PALMELA","-8.9016937","38.569441"
"2780","265","1967",NA,"male",NA,NA,"2003","LEIRIA                         POMBAL","LEIRIA","POMBAL","-8.6321415","39.9167748","AVEIRO                        SANTA MARIA DA FEIRA","AVEIRO","SANTA MARIA DA FEIRA","-8.5483247","40.926794"
"2781","197","1915",NA,"male",NA,NA,"1953","SANTAREM                       CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055","VISEU                         MANGUALDE","VISEU","MANGUALDE","-7.7664152","40.6083723"
"2782","260","1877",NA,"unknown",NA,NA,"1912","GUARDA                         SABUGAL","GUARDA","SABUGAL","-7.0498442","40.3793416","AVEIRO                        AVEIRO","AVEIRO","AVEIRO","-8.6537539","40.6405055"
"2783","974","1911",NA,"unknown",NA,NA,"1937","LISBOA                         LISBOA","LISBOA","LISBOA","-9.1393366","38.7222524","VISEU                         SANTA COMBA DÃO","VISEU","SANTA COMBA DÃO","-8.1502433","40.3930591"
"2784","744","1966",NA,"female",NA,NA,"1988","COIMBRA                        LOUSÃ","COIMBRA","LOUSÃ","-8.2440038","40.1147188","SETUBAL                       BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149"
"2785","446","1907",NA,"male",NA,NA,"1931","BRAGA                          CABECEIRAS DE BASTO","BRAGA","CABECEIRAS DE BASTO","-7.9979753","41.5116939","PORTO                         PORTO","PORTO","PORTO","-8.6291053","41.1579438"
"2786","179","1954",NA,"male",NA,NA,"1974","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","COIMBRA                       OLIVEIRA DO HOSPITAL","COIMBRA","OLIVEIRA DO HOSPITAL","-7.8622032","40.3608614"
"2787","3001","2005",NA,"unknown",NA,NA,"2031","COIMBRA                        CANTANHEDE","COIMBRA","CANTANHEDE","-8.5933462","40.3470015","C BRANCO                      COVILHÃ","C BRANCO","COVILHÃ","-7.5043272","40.2805633"
"2788","14","1988",NA,"female",NA,NA,"2014","C BRANCO                       OLEIROS","C BRANCO","OLEIROS","-7.9138535","39.9201996","C BRANCO                      BELMONTE","C BRANCO","BELMONTE","-7.3408535","40.351063"
"2789","685","1983",NA,"female",NA,NA,"2014","PORTO                          GONDOMAR","PORTO","GONDOMAR","-8.5291423","41.1395599","PORTO                         VALONGO","PORTO","VALONGO","-8.498352","41.1887594"
"2790","247","2005",NA,"unknown",NA,NA,"2032","FARO                           SILVES","FARO","SILVES","-8.4412051","37.1889976","VISEU                         LAMEGO","VISEU","LAMEGO","-7.8123805","41.0953745"
"2791","849","1922",NA,"male",NA,NA,"1943","LEIRIA                         POMBAL","LEIRIA","POMBAL","-8.6321415","39.9167748","VISEU                         OLIVEIRA DE FRADES","VISEU","OLIVEIRA DE FRADES","-8.1737805","40.7322554"
"2792","734","1903",NA,"male",NA,NA,"1930","VILA REAL                      MESÃO FRIO","VILA REAL","MESÃO FRIO","-7.8899228","41.1598648","PORTO                         LOUSADA","PORTO","LOUSADA","-8.2837376","41.2774793"
"2793","599","1909",NA,"female",NA,NA,"1929","COIMBRA                        FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398","VIANA DO CASTELO              CAMINHA","VIANA DO CASTELO","CAMINHA","-8.8378454","41.8732082"
"2794","846","1880",NA,"female",NA,NA,"1920","VIANA DO CASTELO               PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455","PORTO                         VALONGO","PORTO","VALONGO","-8.498352","41.1887594"
"2795","297","1880",NA,"unknown",NA,NA,"1917","VISEU                          TONDELA","VISEU","TONDELA","-8.0802569","40.5170645","LEIRIA                        PENICHE","LEIRIA","PENICHE","-9.387622","39.3603291"
"2796","450","1904",NA,"unknown",NA,NA,"1925","SETUBAL                        SETUBAL","SETUBAL","SETUBAL","-8.8909328","38.5260437","VIANA DO CASTELO              CAMINHA","VIANA DO CASTELO","CAMINHA","-8.8378454","41.8732082"
"2797","882","1970",NA,"male",NA,NA,"2008","LISBOA                         ALENQUER","LISBOA","ALENQUER","-9.0140033","39.0577004","BRAGANCA                      MIRANDELA","BRAGANCA","MIRANDELA","-7.1808711","41.4853545"
"2798","534","1898",NA,"female",NA,NA,"1937","C BRANCO                       BELMONTE","C BRANCO","BELMONTE","-7.3408535","40.351063","BRAGA                         AMARES","BRAGA","AMARES","-8.349917","41.6336322"
"2799","851","1966",NA,"female",NA,NA,"1999","C BRANCO                       PENAMACOR","C BRANCO","PENAMACOR","-7.1714925","40.169313","PORTO                         PORTO","PORTO","PORTO","-8.6291053","41.1579438"
"2800","565","1952",NA,"female",NA,NA,"1986","BRAGA                          BARCELOS","BRAGA","BARCELOS","-8.4411619","41.5414598","COIMBRA                       CANTANHEDE","COIMBRA","CANTANHEDE","-8.5933462","40.3470015"
"2801","117","1950",NA,"male",NA,NA,"1990","BRAGANCA                       BRAGANÇA","BRAGANCA","BRAGANÇA","-6.756738","41.8061131","VISEU                         LAMEGO","VISEU","LAMEGO","-7.8123805","41.0953745"
"2802","794","1906",NA,"female",NA,NA,"1946","VIANA DO CASTELO               ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516","LISBOA                        ODIVELAS","LISBOA","ODIVELAS","-9.18518","38.795369"
"2803","765","1966",NA,"unknown",NA,NA,"1997","AVEIRO                         S. JOÃO DA MADEIRA","AVEIRO","S. JOÃO DA MADEIRA","-8.4906716","40.9005238","C BRANCO                      BELMONTE","C BRANCO","BELMONTE","-7.3408535","40.351063"
"2804","934","1899",NA,"male",NA,NA,"1925","SANTAREM                       CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055","VIANA DO CASTELO              VALENÇA","VIANA DO CASTELO","VALENÇA","-8.64236643582249","42.0274675841917"
"2805","911","1933",NA,"unknown",NA,NA,"1967","AVEIRO                         AVEIRO","AVEIRO","AVEIRO","-8.6537539","40.6405055","VISEU                         OLIVEIRA DE FRADES","VISEU","OLIVEIRA DE FRADES","-8.1737805","40.7322554"
"2806","889","1893",NA,"unknown",NA,NA,"1928","VISEU                          PENALVA DO CASTELO","VISEU","PENALVA DO CASTELO","-7.633113","40.6862295","VISEU                         OLIVEIRA DE FRADES","VISEU","OLIVEIRA DE FRADES","-8.1737805","40.7322554"
"2807","113","1936",NA,"female",NA,NA,"1969","SETUBAL                        SETUBAL","SETUBAL","SETUBAL","-8.8909328","38.5260437","BRAGANCA                      MIRANDELA","BRAGANCA","MIRANDELA","-7.1808711","41.4853545"
"2808","942","1956",NA,"female",NA,NA,"1994","LEIRIA                         LEIRIA","LEIRIA","LEIRIA","-8.807683","39.7495331","C BRANCO                      PENAMACOR","C BRANCO","PENAMACOR","-7.1714925","40.169313"
"2809","230","1996",NA,"unknown",NA,NA,"2022","SANTAREM                       CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055","AVEIRO                        MURTOSA","AVEIRO","MURTOSA","-8.6399173","40.7370493"
"2810","352","1991",NA,"unknown",NA,NA,"2018","LEIRIA                         ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667","C BRANCO                      CASTELO BRANCO","C BRANCO","CASTELO BRANCO","-7.4875687","39.8214511"
"2811","707","1907",NA,"female",NA,NA,"1934","SANTAREM                       OUREM","SANTAREM","OUREM","-8.5773408","39.6564974","PORTO                         SANTO TIRSO","PORTO","SANTO TIRSO","-8.4738078","41.3431376"
"2812","538","1875",NA,"female",NA,NA,"1907","BEJA                           FERREIRA DO ALENTEJO","BEJA","FERREIRA DO ALENTEJO","-8.1140713","38.0593873","COIMBRA                       CONDEIXA-A-NOVA","COIMBRA","CONDEIXA-A-NOVA","-8.498689","40.1128075"
"2813","364","1954",NA,"unknown",NA,NA,"1991","FARO                           SILVES","FARO","SILVES","-8.4412051","37.1889976","BRAGA                         AMARES","BRAGA","AMARES","-8.349917","41.6336322"
"2814","548","1893",NA,"male",NA,NA,"1929","VIANA DO CASTELO               ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516","BRAGA                         ESPOSENDE","BRAGA","ESPOSENDE","-8.7805652","41.5309169"
"2815","948","1922",NA,"male",NA,NA,"1956","LEIRIA                         FIGUEIRO DOS VINHOS","LEIRIA","FIGUEIRO DOS VINHOS","-8.2801574","39.8993771","COIMBRA                       MONTEMOR-O-VELHO","COIMBRA","MONTEMOR-O-VELHO","-8.6826636","40.1748245"
"2816","910","1897",NA,"male",NA,NA,"1929","GUARDA                         FIGUEIRA DE CASTELO RODRIGO","GUARDA","FIGUEIRA DE CASTELO RODRIGO","-6.9635613","40.8946241","COIMBRA                       LOUSÃ","COIMBRA","LOUSÃ","-8.2440038","40.1147188"
"2817","227","1935",NA,"female",NA,NA,"1969","PORTO                          MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362","VILA REAL                     MONTALEGRE","VILA REAL","MONTALEGRE","-7.7878704","41.82663"
"2818","818","1996",NA,"male",NA,NA,"2026","PORTALEGRE                     AVIS","PORTALEGRE","AVIS","-7.4324129","39.2992955","BRAGA                         ESPOSENDE","BRAGA","ESPOSENDE","-8.7805652","41.5309169"
"2819","158","1925",NA,"male",NA,NA,"1963","VISEU                          VISEU","VISEU","VISEU","-7.9124712","40.6565861","VIANA DO CASTELO              PONTE DE LIMA","VIANA DO CASTELO","PONTE DE LIMA","-8.58287279610424","41.7654677847047"
"2820","584","1976",NA,"unknown",NA,NA,"2009","BRAGANCA                       FREIXO DE ESPADA A CINTA","BRAGANCA","FREIXO DE ESPADA A CINTA","-6.8087993","41.0900806","LISBOA                        AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027"
